User ID,Gender,Age,Activity Level,Location,App Sessions,Distance Travelled (km),Calories Burned,Cluster
579,Male,41,Sedentary,Suburban,87,70,215,0
580,Female,59,Sedentary,Rural,62,37,174,0
581,Female,46,Active,Urban,182,167,651,2
582,Female,55,Active,Rural,156,153,735,2
583,Male,55,Moderate,Urban,114,105,312,1
584,Female,30,Active,Suburban,161,156,553,2
585,Female,49,Sedentary,Suburban,91,83,311,0
586,Female,36,Active,Urban,178,149,867,2
587,Male,34,Active,Rural,197,126,687,2
588,Male,19,Active,Rural,156,107,526,1
589,Female,35,Active,Urban,177,143,568,2
590,Female,56,Active,Urban,185,133,590,2
591,Male,44,Moderate,Urban,103,70,466,1
592,Female,31,Moderate,Urban,145,73,394,1
593,Male,32,Sedentary,Rural,93,69,440,1
594,Female,25,Moderate,Suburban,121,106,375,1
595,Female,26,Active,Rural,173,134,823,2
596,Male,38,Moderate,Urban,145,122,663,2
597,Male,52,Sedentary,Rural,90,47,268,0
598,Female,31,Moderate,Urban,127,119,334,1
599,Male,44,Sedentary,Urban,51,28,179,0
600,Female,25,Sedentary,Urban,92,77,206,0
601,Female,52,Sedentary,Urban,65,33,136,0
602,Male,35,Active,Rural,170,142,434,2
603,Female,31,Sedentary,Urban,72,60,178,0
604,Female,25,Moderate,Rural,134,111,402,1
605,Male,25,Moderate,Rural,104,83,516,1
606,Female,54,Moderate,Suburban,104,76,438,1
607,Female,19,Sedentary,Rural,51,46,162,0
608,Female,34,Sedentary,Suburban,58,47,117,0
609,Female,30,Active,Suburban,194,128,587,2
610,Male,31,Sedentary,Suburban,65,64,204,0
611,Female,58,Moderate,Rural,131,72,346,1
612,Female,58,Active,Suburban,174,106,796,2
613,Female,26,Moderate,Urban,120,66,325,1
614,Female,44,Active,Rural,151,93,617,1
615,Male,37,Sedentary,Urban,55,53,178,0
616,Male,55,Active,Rural,194,158,781,2
617,Male,29,Sedentary,Suburban,50,42,158,0
618,Female,59,Sedentary,Suburban,70,46,345,0
619,Female,39,Moderate,Rural,148,105,718,2
620,Male,54,Sedentary,Suburban,84,58,350,0
621,Male,56,Sedentary,Urban,59,31,197,0
622,Female,48,Sedentary,Urban,55,30,118,0
623,Male,30,Moderate,Suburban,128,70,389,1
624,Female,18,Sedentary,Rural,93,48,229,0
625,Female,55,Moderate,Rural,113,69,453,1
626,Female,57,Active,Urban,172,142,587,2
627,Female,26,Moderate,Suburban,114,63,502,1
628,Female,56,Moderate,Suburban,105,102,248,1
629,Female,27,Sedentary,Urban,50,31,124,0
630,Female,46,Moderate,Rural,137,90,490,1
631,Female,57,Active,Suburban,187,150,640,2
632,Male,47,Moderate,Rural,133,96,431,1
633,Male,19,Sedentary,Rural,99,94,206,0
634,Male,35,Active,Urban,162,144,599,2
635,Male,45,Sedentary,Rural,70,56,204,0
636,Female,49,Sedentary,Urban,89,84,350,0
637,Male,41,Moderate,Suburban,103,56,378,0
638,Male,55,Sedentary,Rural,98,67,289,0
639,Female,31,Active,Urban,172,117,406,1
640,Male,42,Active,Urban,178,96,564,2
641,Male,42,Active,Rural,166,161,678,2
642,Male,49,Active,Urban,174,119,797,2
643,Male,44,Moderate,Suburban,141,85,464,1
644,Female,49,Active,Rural,185,163,376,2
645,Male,48,Moderate,Suburban,104,74,215,0
646,Male,41,Sedentary,Urban,52,28,217,0
647,Male,52,Sedentary,Suburban,85,77,248,0
648,Male,47,Moderate,Urban,129,78,478,1
649,Female,50,Sedentary,Urban,53,27,192,0
650,Female,50,Sedentary,Suburban,84,69,390,0
651,Male,44,Active,Rural,191,112,774,2
652,Female,50,Sedentary,Rural,69,42,155,0
653,Female,50,Sedentary,Rural,64,46,205,0
654,Female,21,Moderate,Suburban,134,106,446,1
655,Female,47,Active,Suburban,192,155,611,2
656,Male,32,Sedentary,Suburban,96,89,275,0
657,Female,46,Sedentary,Suburban,60,54,160,0
658,Male,45,Moderate,Rural,116,98,256,1
659,Male,49,Sedentary,Rural,78,61,292,0
660,Male,53,Active,Urban,174,109,721,2
661,Male,47,Active,Suburban,151,119,420,1
662,Male,59,Active,Rural,150,112,433,1
663,Male,55,Moderate,Rural,147,116,500,1
664,Male,59,Active,Rural,156,143,501,2
665,Male,29,Active,Rural,179,164,583,2
666,Male,20,Active,Rural,179,124,744,2
667,Male,32,Active,Rural,191,170,897,2
668,Female,27,Active,Suburban,156,97,586,1
669,Female,39,Active,Urban,157,144,340,1
670,Female,40,Moderate,Urban,114,64,245,0
671,Male,28,Active,Suburban,178,134,854,2
672,Male,33,Sedentary,Rural,85,44,415,0
673,Male,33,Moderate,Suburban,108,63,447,1
674,Male,31,Sedentary,Rural,69,35,138,0
675,Male,23,Sedentary,Rural,76,41,327,0
676,Female,59,Active,Rural,186,110,705,2
677,Female,34,Sedentary,Rural,94,61,366,0
678,Male,48,Sedentary,Rural,53,44,193,0
679,Male,59,Sedentary,Suburban,79,51,296,0
680,Female,27,Active,Suburban,177,144,428,2
681,Female,37,Active,Urban,150,121,547,2
682,Female,26,Active,Rural,191,98,611,2
683,Male,32,Moderate,Suburban,133,119,582,1
684,Male,56,Active,Suburban,186,175,592,2
685,Male,19,Active,Rural,168,103,836,2
686,Male,21,Sedentary,Rural,52,33,254,0
687,Female,41,Active,Suburban,154,108,331,1
688,Female,35,Sedentary,Rural,98,90,486,1
689,Male,28,Active,Suburban,181,143,662,2
690,Female,54,Active,Urban,197,183,570,2
691,Male,43,Active,Rural,183,106,888,2
692,Female,25,Active,Urban,182,109,848,2
693,Male,39,Active,Urban,152,151,463,2
694,Female,22,Active,Urban,191,177,444,2
695,Female,19,Active,Rural,153,86,436,1
696,Female,22,Sedentary,Urban,76,53,323,0
697,Male,52,Moderate,Suburban,117,87,449,1
698,Female,49,Moderate,Suburban,105,98,243,1
699,Male,36,Active,Rural,161,121,600,2
700,Male,56,Moderate,Rural,135,106,284,1
701,Female,21,Sedentary,Urban,65,45,269,0
702,Male,40,Sedentary,Rural,92,80,261,0
703,Male,36,Sedentary,Suburban,51,42,136,0
704,Male,43,Moderate,Suburban,108,64,433,1
705,Male,43,Moderate,Suburban,102,55,427,0
706,Female,24,Moderate,Rural,140,107,605,1
707,Male,49,Active,Suburban,160,138,385,2
708,Female,50,Sedentary,Rural,90,68,440,0
709,Male,43,Sedentary,Urban,70,40,271,0
710,Male,41,Active,Suburban,158,147,383,2
711,Male,40,Moderate,Urban,108,71,530,1
712,Male,55,Sedentary,Suburban,92,61,212,0
713,Male,43,Moderate,Suburban,147,123,719,2
714,Male,48,Active,Suburban,185,167,414,2
715,Male,23,Moderate,Urban,136,102,375,1
716,Male,48,Active,Suburban,155,113,601,2
717,Male,57,Moderate,Urban,119,74,473,1
718,Female,29,Active,Rural,171,153,587,2
719,Female,34,Sedentary,Suburban,94,57,206,0
720,Male,43,Active,Suburban,188,174,604,2
721,Male,20,Moderate,Urban,137,85,643,1
722,Male,32,Sedentary,Suburban,58,46,260,0
723,Female,55,Moderate,Rural,140,102,617,1
724,Female,41,Moderate,Suburban,123,73,413,1
725,Female,47,Active,Rural,177,154,520,2
726,Male,53,Active,Rural,170,121,469,2
727,Male,44,Moderate,Suburban,105,103,470,1
728,Female,39,Active,Suburban,196,140,487,2
729,Male,19,Moderate,Rural,136,107,666,2
730,Male,24,Active,Rural,166,96,589,2
731,Female,33,Active,Rural,188,156,694,2
732,Male,41,Moderate,Suburban,117,90,583,1
733,Female,47,Sedentary,Urban,64,60,256,0
734,Female,18,Active,Suburban,166,136,453,2
735,Male,44,Moderate,Urban,138,116,597,2
736,Female,26,Sedentary,Urban,64,53,147,0
737,Male,24,Active,Suburban,178,177,763,2
738,Female,22,Active,Urban,183,133,642,2
739,Male,47,Moderate,Rural,147,138,408,1
740,Male,59,Active,Suburban,165,121,606,2
741,Male,44,Moderate,Urban,136,75,521,1
742,Male,27,Moderate,Rural,113,101,480,1
743,Female,42,Active,Urban,171,166,399,2
744,Female,35,Sedentary,Urban,54,36,218,0
745,Male,24,Active,Rural,194,126,652,2
746,Male,48,Sedentary,Rural,80,70,200,0
747,Male,49,Active,Suburban,158,139,577,2
748,Female,28,Sedentary,Urban,91,70,383,0
749,Female,27,Active,Suburban,155,129,626,2
750,Male,39,Sedentary,Suburban,82,70,203,0
751,Female,48,Sedentary,Urban,73,63,190,0
752,Male,58,Active,Urban,187,121,616,2
753,Female,31,Active,Suburban,193,174,449,2
754,Male,20,Moderate,Rural,122,103,444,1
755,Male,41,Sedentary,Suburban,60,35,294,0
756,Male,31,Active,Urban,198,174,943,2
757,Female,33,Moderate,Rural,124,96,473,1
758,Male,45,Active,Suburban,168,120,608,2
759,Female,52,Sedentary,Urban,65,47,315,0
760,Female,57,Active,Rural,193,163,946,2
761,Male,19,Active,Rural,179,139,874,2
762,Male,51,Moderate,Rural,132,123,437,1
763,Male,35,Active,Urban,158,95,711,2
764,Female,24,Moderate,Suburban,123,116,428,1
765,Female,55,Sedentary,Urban,61,44,137,0
766,Female,59,Sedentary,Urban,72,53,165,0
767,Female,24,Active,Rural,195,140,740,2
768,Female,21,Moderate,Suburban,142,91,662,1
769,Female,33,Sedentary,Rural,57,44,238,0
770,Female,23,Active,Urban,191,100,462,2
771,Male,37,Active,Rural,189,140,502,2
772,Male,48,Active,Urban,177,110,768,2
773,Male,36,Active,Urban,195,171,963,2
774,Female,39,Active,Urban,169,164,394,2
775,Male,38,Moderate,Rural,141,139,346,1
776,Female,35,Active,Suburban,186,160,702,2
777,Female,49,Active,Rural,166,89,639,2
778,Female,51,Active,Urban,184,93,916,2
779,Female,44,Active,Rural,186,102,831,2
780,Male,55,Active,Urban,166,128,421,2
781,Female,47,Active,Suburban,154,81,427,1
782,Male,50,Active,Suburban,187,119,634,2
783,Female,44,Sedentary,Urban,57,28,262,0
784,Male,40,Sedentary,Suburban,84,62,218,0
785,Female,36,Active,Urban,164,140,576,2
786,Female,48,Moderate,Rural,101,79,421,1
787,Male,21,Active,Rural,166,102,755,2
788,Male,36,Moderate,Suburban,128,68,600,1
789,Male,55,Moderate,Suburban,109,72,406,1
790,Female,57,Moderate,Urban,140,70,377,1
791,Female,39,Moderate,Suburban,113,80,443,1
792,Female,26,Moderate,Suburban,120,75,441,1
793,Male,48,Sedentary,Suburban,81,59,234,0
794,Male,27,Active,Urban,183,109,412,1
795,Male,27,Sedentary,Rural,80,69,206,0
796,Female,47,Sedentary,Urban,73,68,355,0
797,Female,27,Active,Urban,170,147,570,2
798,Male,53,Sedentary,Suburban,91,85,307,0
799,Female,35,Active,Rural,192,163,921,2
800,Female,36,Active,Urban,182,123,404,2
801,Female,40,Active,Suburban,157,113,769,2
802,Male,21,Active,Urban,180,111,593,2
803,Male,29,Moderate,Suburban,149,120,636,2
804,Male,41,Moderate,Rural,119,81,389,1
805,Female,30,Sedentary,Rural,92,69,415,0
806,Male,21,Active,Suburban,165,108,630,2
807,Male,44,Active,Urban,186,105,629,2
808,Female,55,Active,Urban,161,138,335,1
809,Female,56,Active,Rural,188,142,384,2
810,Female,25,Moderate,Urban,114,80,339,1
811,Female,43,Moderate,Suburban,140,129,496,1
812,Male,51,Moderate,Suburban,135,98,546,1
813,Female,26,Sedentary,Suburban,91,83,251,0
814,Female,27,Active,Rural,196,186,393,2
815,Female,18,Moderate,Rural,130,120,417,1
816,Female,25,Moderate,Rural,114,74,259,0
817,Female,27,Active,Suburban,163,142,535,2
818,Female,42,Moderate,Rural,134,118,289,1
819,Male,48,Active,Suburban,163,158,359,2
820,Male,56,Active,Urban,171,164,774,2
821,Male,20,Moderate,Rural,115,72,269,0
822,Male,56,Sedentary,Urban,87,60,429,0
823,Female,55,Active,Urban,195,144,471,2
824,Female,52,Sedentary,Rural,95,68,229,0
825,Female,25,Moderate,Rural,129,118,441,1
826,Male,18,Active,Urban,191,136,847,2
827,Female,22,Active,Urban,167,135,525,2
828,Female,44,Moderate,Urban,100,97,406,1
829,Female,43,Sedentary,Suburban,54,53,124,0
830,Female,43,Moderate,Urban,140,127,401,1
831,Male,28,Moderate,Suburban,131,102,383,1
832,Female,51,Moderate,Rural,101,77,480,1
833,Female,58,Sedentary,Urban,99,68,489,1
834,Female,19,Active,Rural,191,116,569,2
835,Male,38,Active,Urban,160,107,364,1
836,Female,43,Moderate,Rural,121,76,400,1
837,Female,29,Moderate,Urban,110,90,297,1
838,Female,26,Sedentary,Suburban,84,64,196,0
839,Female,58,Moderate,Rural,122,104,367,1
840,Female,40,Sedentary,Rural,85,57,272,0
841,Female,59,Sedentary,Urban,69,58,284,0
842,Female,22,Sedentary,Suburban,75,68,340,0
843,Male,26,Moderate,Suburban,149,146,340,1
844,Male,27,Active,Suburban,168,101,469,1
845,Female,27,Sedentary,Urban,84,55,231,0
846,Female,31,Active,Rural,158,113,573,2
847,Male,53,Sedentary,Urban,55,29,230,0
848,Male,27,Moderate,Suburban,124,70,425,1
849,Male,54,Sedentary,Suburban,80,46,222,0
850,Male,58,Sedentary,Rural,77,39,218,0
851,Female,55,Active,Urban,186,151,665,2
852,Female,39,Moderate,Urban,128,125,448,1
853,Female,40,Sedentary,Suburban,79,70,231,0
854,Female,33,Moderate,Rural,133,128,660,2
855,Female,28,Active,Rural,197,151,868,2
856,Male,52,Moderate,Suburban,149,147,335,1
857,Male,37,Moderate,Urban,121,83,377,1
858,Male,54,Active,Urban,155,144,506,2
859,Male,58,Sedentary,Rural,55,41,141,0
860,Male,22,Sedentary,Rural,87,62,428,0
861,Female,53,Moderate,Suburban,148,87,615,1
862,Male,30,Sedentary,Rural,99,95,216,0
863,Male,34,Active,Urban,160,118,768,2
864,Female,43,Moderate,Urban,134,126,522,1
865,Female,37,Moderate,Rural,131,100,413,1
866,Female,56,Sedentary,Suburban,92,52,382,0
867,Female,50,Sedentary,Urban,95,93,459,1
868,Female,47,Sedentary,Urban,94,72,305,0
869,Male,33,Moderate,Suburban,149,138,630,2
870,Female,24,Sedentary,Rural,72,55,342,0
871,Female,47,Moderate,Urban,105,60,301,0
872,Male,19,Sedentary,Urban,59,50,271,0
873,Male,29,Moderate,Suburban,143,83,467,1
874,Female,57,Moderate,Rural,139,72,521,1
875,Female,18,Moderate,Suburban,100,55,265,0
876,Male,20,Sedentary,Suburban,95,73,335,0
877,Female,25,Sedentary,Rural,91,73,342,0
878,Female,43,Active,Urban,152,95,691,2
879,Female,57,Moderate,Suburban,117,65,575,1
880,Female,28,Sedentary,Urban,68,61,329,0
881,Female,38,Active,Urban,158,104,605,2
882,Male,22,Active,Urban,156,126,400,1
883,Male,57,Sedentary,Urban,98,57,222,0
884,Female,43,Moderate,Suburban,100,82,262,0
885,Female,38,Active,Rural,181,108,845,2
886,Male,26,Active,Urban,199,120,743,2
887,Male,34,Moderate,Urban,102,96,340,1
888,Male,54,Sedentary,Urban,84,48,246,0
889,Female,19,Moderate,Rural,103,87,233,0
890,Male,57,Moderate,Urban,108,88,327,1
891,Female,45,Sedentary,Rural,97,72,458,1
892,Female,44,Active,Suburban,182,107,823,2
893,Female,57,Moderate,Rural,108,107,348,1
894,Female,18,Active,Urban,196,187,794,2
895,Female,28,Active,Suburban,184,157,668,2
896,Male,56,Active,Rural,156,150,525,2
897,Male,35,Sedentary,Urban,91,77,352,0
898,Male,44,Active,Suburban,173,157,755,2
899,Male,27,Moderate,Suburban,144,106,524,1
900,Female,53,Moderate,Rural,116,110,333,1
901,Male,38,Moderate,Urban,109,94,343,1
902,Male,45,Sedentary,Rural,66,39,325,0
903,Male,18,Moderate,Suburban,110,104,414,1
904,Male,31,Sedentary,Suburban,95,66,462,1
905,Male,37,Active,Urban,178,120,582,2
906,Male,26,Active,Suburban,184,176,639,2
907,Female,44,Sedentary,Urban,72,46,267,0
908,Female,21,Sedentary,Rural,63,33,196,0
909,Male,54,Sedentary,Suburban,89,88,380,1
910,Female,35,Active,Suburban,182,173,414,2
911,Female,48,Sedentary,Urban,72,58,172,0
912,Female,56,Active,Urban,155,115,442,1
913,Female,27,Active,Rural,181,129,443,2
914,Female,26,Moderate,Urban,120,118,456,1
915,Male,45,Active,Suburban,169,107,468,1
916,Female,45,Sedentary,Rural,71,42,251,0
917,Female,30,Sedentary,Rural,95,75,260,0
918,Male,35,Sedentary,Rural,55,53,179,0
919,Female,29,Active,Urban,161,142,535,2
920,Female,25,Active,Urban,196,187,480,2
921,Male,40,Moderate,Suburban,118,94,462,1
922,Female,22,Moderate,Rural,112,80,463,1
923,Male,24,Sedentary,Rural,94,78,357,0
924,Female,32,Active,Rural,194,168,620,2
925,Female,20,Sedentary,Suburban,91,51,312,0
926,Male,35,Sedentary,Urban,86,45,295,0
927,Female,55,Sedentary,Rural,91,53,444,0
928,Male,43,Moderate,Urban,132,107,361,1
929,Female,55,Sedentary,Urban,87,63,405,0
930,Female,50,Moderate,Urban,117,96,539,1
931,Female,38,Active,Urban,182,118,547,2
932,Female,34,Sedentary,Urban,74,50,330,0
933,Male,19,Moderate,Suburban,119,97,460,1
934,Female,42,Active,Urban,179,150,542,2
935,Female,58,Moderate,Rural,136,122,356,1
936,Male,36,Sedentary,Rural,50,44,102,0
937,Male,55,Active,Rural,162,87,649,2
938,Male,42,Active,Suburban,155,110,405,1
939,Female,56,Active,Urban,165,89,734,2
940,Male,21,Moderate,Rural,110,104,225,1
941,Male,20,Moderate,Rural,145,86,684,1
942,Male,51,Moderate,Rural,126,77,417,1
943,Male,59,Active,Urban,153,120,699,2
944,Female,27,Sedentary,Rural,78,50,339,0
945,Female,44,Sedentary,Urban,89,63,371,0
946,Female,43,Active,Rural,169,95,375,1
947,Male,44,Sedentary,Rural,79,56,231,0
948,Male,18,Active,Urban,156,119,316,1
949,Male,37,Sedentary,Rural,97,76,296,0
950,Female,42,Sedentary,Suburban,61,39,158,0
951,Male,27,Sedentary,Urban,51,27,115,0
952,Male,18,Moderate,Rural,146,92,656,1
953,Female,33,Moderate,Suburban,148,125,363,1
954,Female,28,Active,Suburban,175,133,556,2
955,Female,21,Moderate,Urban,108,56,245,0
956,Female,52,Active,Rural,186,173,374,2
957,Female,30,Moderate,Urban,108,61,224,0
958,Male,38,Sedentary,Suburban,66,56,273,0
959,Male,32,Moderate,Suburban,115,74,256,0
960,Male,27,Moderate,Urban,127,69,472,1
961,Female,55,Moderate,Urban,133,84,655,1
962,Female,28,Active,Rural,179,100,780,2
963,Female,49,Active,Suburban,188,157,439,2
964,Female,50,Sedentary,Urban,64,57,227,0
965,Male,37,Sedentary,Suburban,52,26,110,0
966,Male,53,Sedentary,Urban,58,29,120,0
967,Male,47,Moderate,Rural,146,82,293,1
968,Male,27,Sedentary,Suburban,72,64,327,0
969,Male,32,Active,Rural,168,121,638,2
970,Male,46,Sedentary,Rural,69,45,340,0
971,Male,18,Sedentary,Suburban,84,48,318,0
972,Male,38,Sedentary,Urban,99,65,199,0
973,Female,32,Sedentary,Rural,54,47,120,0
974,Male,20,Sedentary,Rural,60,53,216,0
975,Male,50,Active,Suburban,176,122,820,2
976,Female,55,Moderate,Suburban,103,91,301,1
977,Female,36,Sedentary,Suburban,92,56,250,0
978,Male,21,Moderate,Rural,120,102,425,1
979,Male,29,Sedentary,Urban,63,36,282,0
980,Female,42,Moderate,Urban,130,92,366,1
981,Female,51,Active,Suburban,199,134,745,2
982,Female,34,Moderate,Rural,118,61,503,1
983,Male,23,Sedentary,Rural,85,65,245,0
984,Female,29,Moderate,Rural,123,61,593,1
985,Male,32,Moderate,Suburban,115,77,327,1
986,Female,34,Sedentary,Rural,75,71,372,0
987,Male,18,Moderate,Rural,115,114,399,1
988,Female,31,Sedentary,Urban,78,67,292,0
989,Male,19,Active,Suburban,163,152,327,2
990,Female,21,Sedentary,Suburban,60,31,230,0
991,Female,19,Active,Suburban,167,151,711,2
992,Male,43,Moderate,Rural,106,75,486,1
993,Male,57,Sedentary,Rural,68,52,312,0
994,Male,50,Moderate,Urban,144,99,618,1
995,Female,56,Active,Suburban,199,109,618,2
996,Female,23,Active,Rural,198,119,955,2
997,Female,47,Moderate,Urban,104,84,344,1
998,Female,39,Sedentary,Rural,52,39,121,0
999,Female,44,Sedentary,Rural,61,52,245,0
1000,Male,36,Sedentary,Suburban,65,51,149,0
1001,Male,27,Sedentary,Suburban,64,40,152,0
1002,Female,23,Active,Rural,166,94,696,2
1003,Female,43,Sedentary,Rural,91,83,252,0
1004,Male,59,Moderate,Rural,107,76,260,0
1005,Female,20,Active,Rural,174,171,721,2
1006,Male,20,Moderate,Rural,132,94,522,1
1007,Male,23,Moderate,Suburban,138,72,440,1
1008,Male,27,Moderate,Suburban,130,70,479,1
1009,Male,55,Active,Rural,159,90,435,1
1010,Male,30,Sedentary,Rural,51,27,165,0
1011,Female,55,Moderate,Suburban,134,90,442,1
1012,Male,29,Moderate,Rural,147,124,583,2
1013,Female,44,Sedentary,Suburban,69,49,248,0
1014,Male,25,Sedentary,Suburban,88,68,267,0
1015,Female,22,Sedentary,Suburban,90,67,403,0
1016,Male,53,Sedentary,Suburban,95,64,230,0
1017,Female,55,Moderate,Urban,134,127,630,2
1018,Female,47,Active,Rural,173,132,629,2
1019,Male,54,Sedentary,Rural,85,62,353,0
1020,Male,46,Sedentary,Rural,54,52,151,0
1021,Male,39,Moderate,Suburban,132,91,640,1
1022,Female,31,Sedentary,Suburban,71,54,143,0
1023,Male,27,Moderate,Suburban,140,123,681,2
1024,Male,28,Moderate,Rural,104,83,253,0
1025,Female,52,Moderate,Suburban,110,75,222,0
1026,Male,40,Moderate,Urban,108,55,453,1
1027,Male,25,Sedentary,Rural,77,71,334,0
1028,Female,38,Active,Urban,159,80,365,1
1029,Male,54,Sedentary,Urban,55,38,145,0
1030,Female,45,Active,Rural,157,87,730,2
1031,Male,48,Sedentary,Urban,86,80,390,0
1032,Female,45,Moderate,Urban,128,82,273,1
1033,Female,59,Sedentary,Suburban,72,36,202,0
1034,Male,44,Moderate,Urban,142,73,293,1
1035,Female,57,Sedentary,Suburban,56,44,167,0
1036,Male,38,Moderate,Urban,125,77,544,1
1037,Female,26,Active,Rural,194,192,591,2
1038,Female,46,Moderate,Rural,143,78,677,1
1039,Male,32,Sedentary,Rural,94,57,340,0
1040,Male,50,Moderate,Rural,116,88,570,1
1041,Male,54,Active,Suburban,194,151,722,2
1042,Female,53,Active,Urban,193,148,936,2
1043,Male,45,Sedentary,Urban,51,26,126,0
1044,Female,27,Moderate,Rural,137,135,353,1
1045,Female,40,Sedentary,Suburban,81,54,395,0
1046,Male,45,Moderate,Suburban,113,96,304,1
1047,Female,51,Active,Rural,156,84,511,1
1048,Male,22,Sedentary,Urban,68,51,152,0
1049,Female,35,Active,Rural,167,165,450,2
1050,Male,23,Moderate,Urban,139,127,288,1
1051,Female,59,Active,Rural,156,104,754,2
1052,Female,40,Moderate,Urban,136,72,333,1
1053,Male,45,Sedentary,Suburban,57,37,203,0
1054,Female,58,Moderate,Rural,114,111,448,1
1055,Female,30,Moderate,Urban,127,72,309,1
1056,Female,42,Sedentary,Urban,89,47,238,0
1057,Female,24,Sedentary,Urban,89,57,413,0
1058,Female,19,Active,Urban,182,145,606,2
1059,Male,33,Moderate,Suburban,117,69,307,1
1060,Male,19,Moderate,Urban,120,92,440,1
1061,Female,53,Active,Suburban,175,165,498,2
1062,Male,19,Moderate,Urban,121,114,543,1
1063,Male,55,Moderate,Suburban,140,74,323,1
1064,Female,27,Sedentary,Suburban,65,36,191,0
1065,Male,31,Sedentary,Urban,75,62,210,0
1066,Female,44,Sedentary,Suburban,54,50,157,0
1067,Male,32,Active,Rural,185,115,911,2
1068,Female,38,Sedentary,Urban,54,34,129,0
1069,Female,29,Active,Rural,182,159,715,2
1070,Female,50,Sedentary,Suburban,99,96,220,0
1071,Female,57,Moderate,Suburban,109,89,490,1
1072,Male,39,Moderate,Rural,126,120,488,1
1073,Male,55,Sedentary,Urban,57,35,235,0
1074,Female,35,Sedentary,Rural,99,54,268,0
1075,Male,19,Active,Suburban,175,167,770,2
1076,Female,46,Moderate,Urban,122,87,428,1
